video_name,frame_number,frame_gt,frame_prediction,tubelet_index,tubelet_center,tubelet_confidence,tubelet_path
00_06_10_to_00_06_27,460,1,1,2,461,0.9999730587005615,data\tubelets\test\test_012343.npy
2019_09_02_C0002_2527_inspire,357,1,1,0,356,0.9997455477714539,data\tubelets\test\test_014472.npy
2019_09_02_C0002_2527_inspire,357,1,1,1,356,0.9792791604995728,data\tubelets\test\test_014474.npy
2019_09_02_C0002_2527_inspire,357,1,1,2,357,0.9999707937240601,data\tubelets\test\test_014480.npy
2019_09_02_C0002_2527_inspire,357,1,1,3,357,0.971687912940979,data\tubelets\test\test_014481.npy
2019_09_02_C0002_2527_inspire,357,1,1,4,358,0.9999918937683105,data\tubelets\test\test_014487.npy
2019_09_02_C0002_3700_mavic,645,1,1,0,644,0.9999977350234985,data\tubelets\test\test_009865.npy
2019_09_02_C0002_3700_mavic,645,1,1,1,645,0.9999971389770508,data\tubelets\test\test_009873.npy
2019_09_02_C0002_3700_mavic,645,1,1,2,646,0.9999958276748657,data\tubelets\test\test_009877.npy
00_02_45_to_00_03_10_cut,119,1,0,-1,-1,0.0,NO_COVERAGE
2019_09_02_C0002_3700_mavic,236,1,0,-1,-1,0.0,NO_COVERAGE
00_01_52_to_00_01_58,137,1,1,0,136,0.9999123811721802,data\tubelets\test\test_011621.npy
00_01_52_to_00_01_58,137,1,1,1,137,0.9998531341552734,data\tubelets\test\test_011622.npy
00_01_52_to_00_01_58,137,1,1,2,138,0.9998125433921814,data\tubelets\test\test_011623.npy
2019_09_02_C0002_3700_mavic,910,1,0,-1,-1,0.0,NO_COVERAGE
00_02_45_to_00_03_10_cut,384,1,1,0,383,0.7939669489860535,data\tubelets\test\test_012201.npy
00_02_45_to_00_03_10_cut,155,1,1,0,156,0.9624341726303101,data\tubelets\test\test_011687.npy
2019_09_02_C0002_2527_inspire,213,0,0,-1,-1,0.0,NO_COVERAGE
2019_09_02_C0002_3700_mavic,501,1,0,-1,-1,0.0,NO_COVERAGE
2019_09_02_C0002_3700_mavic,92,1,1,0,92,0.5709211826324463,data\tubelets\test\test_004961.npy
2019_09_02_C0002_3700_mavic,92,1,1,1,93,0.6652019619941711,data\tubelets\test\test_005007.npy
2019_09_02_C0002_2527_inspire,478,1,1,0,477,0.999997615814209,data\tubelets\test\test_014811.npy
2019_09_02_C0002_2527_inspire,478,1,1,1,477,0.6319617033004761,data\tubelets\test\test_014816.npy
2019_09_02_C0002_2527_inspire,478,1,1,2,478,0.999977707862854,data\tubelets\test\test_014817.npy
2019_09_02_C0002_2527_inspire,478,1,1,3,478,0.8901059627532959,data\tubelets\test\test_014821.npy
2019_09_02_C0002_2527_inspire,478,1,1,4,479,0.9999998807907104,data\tubelets\test\test_014822.npy
00_06_10_to_00_06_27,352,1,0,-1,-1,0.0,NO_COVERAGE
2019_09_02_C0002_3700_mavic,766,1,1,0,765,0.9999889135360718,data\tubelets\test\test_010528.npy
2019_09_02_C0002_3700_mavic,766,1,1,1,765,0.5960901975631714,data\tubelets\test\test_010531.npy
2019_09_02_C0002_3700_mavic,766,1,1,2,766,0.999970555305481,data\tubelets\test\test_010536.npy
2019_09_02_C0002_3700_mavic,766,1,1,3,766,0.5561298131942749,data\tubelets\test\test_010541.npy
2019_09_02_C0002_3700_mavic,766,1,1,4,767,0.9999446868896484,data\tubelets\test\test_010542.npy
00_02_45_to_00_03_10_cut,11,1,0,-1,-1,0.0,NO_COVERAGE
2019_09_02_C0002_2527_inspire,69,1,1,0,68,0.9995929598808289,data\tubelets\test\test_013396.npy
2019_09_02_C0002_2527_inspire,69,1,1,1,70,0.9214449524879456,data\tubelets\test\test_013402.npy
2019_09_02_C0002_3700_mavic,357,1,0,-1,-1,0.0,NO_COVERAGE
2019_09_02_C0002_3700_mavic,128,1,1,0,127,0.9415401816368103,data\tubelets\test\test_005466.npy
2019_09_02_C0002_3700_mavic,128,1,1,1,128,0.9984896183013916,data\tubelets\test\test_005472.npy
2019_09_02_C0002_3700_mavic,128,1,1,2,129,0.9992988109588623,data\tubelets\test\test_005481.npy
00_02_45_to_00_03_10_cut,276,1,1,0,275,0.9954267740249634,data\tubelets\test\test_011958.npy
00_02_45_to_00_03_10_cut,276,1,1,1,276,0.9119330644607544,data\tubelets\test\test_011964.npy
2019_09_02_C0002_2527_inspire,334,1,1,0,333,0.9999997615814209,data\tubelets\test\test_014316.npy
2019_09_02_C0002_2527_inspire,334,1,1,1,334,0.9999996423721313,data\tubelets\test\test_014324.npy
2019_09_02_C0002_2527_inspire,334,1,1,2,335,0.9999983310699463,data\tubelets\test\test_014333.npy
2019_09_02_C0002_3700_mavic,622,1,1,0,621,0.9999972581863403,data\tubelets\test\test_009717.npy
2019_09_02_C0002_3700_mavic,622,1,1,1,622,0.9999984502792358,data\tubelets\test\test_009727.npy
2019_09_02_C0002_3700_mavic,622,1,1,2,623,0.999998927116394,data\tubelets\test\test_009732.npy
2019_09_02_C0002_3700_mavic,213,1,1,0,212,0.999427318572998,data\tubelets\test\test_005835.npy
2019_09_02_C0002_3700_mavic,213,1,1,1,213,0.9996527433395386,data\tubelets\test\test_005843.npy
2019_09_02_C0002_3700_mavic,213,1,1,2,214,0.9950410723686218,data\tubelets\test\test_005850.npy
00_01_52_to_00_01_58,114,1,1,0,113,0.9998670816421509,data\tubelets\test\test_011594.npy
00_01_52_to_00_01_58,114,1,1,1,114,0.9992823004722595,data\tubelets\test\test_011596.npy
00_01_52_to_00_01_58,114,1,1,2,115,0.9999643564224243,data\tubelets\test\test_011597.npy
00_01_52_to_00_01_58,114,1,1,3,115,0.7482654452323914,data\tubelets\test\test_011598.npy
00_06_10_to_00_06_27,473,1,1,0,472,0.999212384223938,data\tubelets\test\test_012354.npy
00_06_10_to_00_06_27,473,1,1,1,473,0.9998303651809692,data\tubelets\test\test_012355.npy
00_06_10_to_00_06_27,473,1,1,2,474,0.9999231100082397,data\tubelets\test\test_012356.npy
2019_09_02_C0002_3700_mavic,887,1,1,0,886,0.9999979734420776,data\tubelets\test\test_011365.npy
2019_09_02_C0002_3700_mavic,887,1,1,1,887,0.9999884366989136,data\tubelets\test\test_011370.npy
2019_09_02_C0002_3700_mavic,887,1,1,2,888,0.9999426603317261,data\tubelets\test\test_011377.npy
00_02_45_to_00_03_10_cut,132,1,0,-1,-1,0.0,NO_COVERAGE
2019_09_02_C0002_2527_inspire,190,1,1,0,189,0.9998862743377686,data\tubelets\test\test_013805.npy
2019_09_02_C0002_2527_inspire,190,1,1,1,190,0.9999217987060547,data\tubelets\test\test_013806.npy
2019_09_02_C0002_2527_inspire,190,1,1,2,191,0.9999192953109741,data\tubelets\test\test_013809.npy
00_06_10_to_00_06_27,64,0,0,-1,-1,0.0,NO_COVERAGE
2019_09_02_C0002_3700_mavic,478,1,0,-1,-1,0.0,NO_COVERAGE
2019_09_02_C0002_3700_mavic,249,1,1,0,250,0.647625207901001,data\tubelets\test\test_006155.npy
00_02_45_to_00_03_10_cut,397,1,1,0,396,0.999312162399292,data\tubelets\test\test_012236.npy
00_02_45_to_00_03_10_cut,397,1,1,1,398,0.9996359348297119,data\tubelets\test\test_012245.npy
2019_09_02_C0002_2527_inspire,455,1,1,0,454,1.0,data\tubelets\test\test_014740.npy
2019_09_02_C0002_2527_inspire,455,1,1,1,455,1.0,data\tubelets\test\test_014743.npy
2019_09_02_C0002_2527_inspire,455,1,1,2,456,0.9999998807907104,data\tubelets\test\test_014745.npy
00_06_10_to_00_06_27,329,1,0,-1,-1,0.0,NO_COVERAGE
2019_09_02_C0002_3700_mavic,743,1,1,0,742,0.9999668598175049,data\tubelets\test\test_010422.npy
2019_09_02_C0002_3700_mavic,743,1,1,1,743,0.9999939203262329,data\tubelets\test\test_010424.npy
2019_09_02_C0002_3700_mavic,743,1,1,2,744,0.9999990463256836,data\tubelets\test\test_010432.npy
2019_09_02_C0002_3700_mavic,514,1,0,-1,-1,0.0,NO_COVERAGE
2019_09_02_C0002_2527_inspire,46,1,1,0,45,0.999966025352478,data\tubelets\test\test_013303.npy
2019_09_02_C0002_2527_inspire,46,1,1,1,46,0.9874946475028992,data\tubelets\test\test_013314.npy
2019_09_02_C0002_2527_inspire,46,1,1,2,47,0.9991024732589722,data\tubelets\test\test_013316.npy
2019_09_02_C0002_3700_mavic,105,1,0,-1,-1,0.0,NO_COVERAGE
00_02_45_to_00_03_10_cut,253,1,1,0,252,0.9042137265205383,data\tubelets\test\test_011878.npy
00_02_45_to_00_03_10_cut,253,1,1,1,252,0.9969238638877869,data\tubelets\test\test_011880.npy
00_02_45_to_00_03_10_cut,253,1,1,2,254,0.9775556921958923,data\tubelets\test\test_011886.npy
00_02_45_to_00_03_10_cut,253,1,1,3,254,0.9907584190368652,data\tubelets\test\test_011887.npy
2019_09_02_C0002_2527_inspire,311,1,1,0,310,0.9990689158439636,data\tubelets\test\test_014248.npy
2019_09_02_C0002_2527_inspire,311,1,1,1,311,0.9999905824661255,data\tubelets\test\test_014249.npy
2019_09_02_C0002_2527_inspire,311,1,1,2,312,0.9996833801269531,data\tubelets\test\test_014251.npy
2019_09_02_C0002_2527_inspire,82,1,0,-1,-1,0.0,NO_COVERAGE
2019_09_02_C0002_3700_mavic,599,1,1,0,598,0.9999991655349731,data\tubelets\test\test_009452.npy
2019_09_02_C0002_3700_mavic,599,1,1,1,598,0.6527166962623596,data\tubelets\test\test_009453.npy
2019_09_02_C0002_3700_mavic,599,1,1,2,598,0.8212490081787109,data\tubelets\test\test_009455.npy
2019_09_02_C0002_3700_mavic,599,1,1,3,599,0.9999961853027344,data\tubelets\test\test_009468.npy
2019_09_02_C0002_3700_mavic,599,1,1,4,599,0.5024731755256653,data\tubelets\test\test_009489.npy
2019_09_02_C0002_3700_mavic,599,1,1,5,600,0.9999833106994629,data\tubelets\test\test_009491.npy
2019_09_02_C0002_3700_mavic,370,1,0,-1,-1,0.0,NO_COVERAGE
00_01_52_to_00_01_58,91,1,1,0,90,0.9878061413764954,data\tubelets\test\test_011560.npy
00_01_52_to_00_01_58,91,1,1,1,91,0.9991531372070312,data\tubelets\test\test_011561.npy
00_01_52_to_00_01_58,91,1,1,2,92,0.9981665015220642,data\tubelets\test\test_011562.npy
00_06_10_to_00_06_27,450,1,1,0,449,0.982194185256958,data\tubelets\test\test_012331.npy
00_06_10_to_00_06_27,450,1,1,1,450,0.9538022875785828,data\tubelets\test\test_012332.npy
00_06_10_to_00_06_27,450,1,1,2,451,0.9867185950279236,data\tubelets\test\test_012333.npy
2019_09_02_C0002_3700_mavic,864,1,1,0,863,0.9907000660896301,data\tubelets\test\test_011168.npy
2019_09_02_C0002_3700_mavic,864,1,1,1,864,0.999843955039978,data\tubelets\test\test_011182.npy
2019_09_02_C0002_3700_mavic,864,1,1,2,865,0.9997839331626892,data\tubelets\test\test_011194.npy
2019_09_02_C0002_3700_mavic,635,1,1,0,634,0.9999985694885254,data\tubelets\test\test_009800.npy
2019_09_02_C0002_3700_mavic,635,1,1,1,634,0.6490197777748108,data\tubelets\test\test_009801.npy
2019_09_02_C0002_3700_mavic,635,1,1,2,635,0.9999996423721313,data\tubelets\test\test_009808.npy
2019_09_02_C0002_3700_mavic,635,1,1,3,636,0.9999978542327881,data\tubelets\test\test_009816.npy
00_02_45_to_00_03_10_cut,109,1,0,-1,-1,0.0,NO_COVERAGE
2019_09_02_C0002_2527_inspire,167,1,1,0,166,0.9924203753471375,data\tubelets\test\test_013742.npy
2019_09_02_C0002_2527_inspire,167,1,1,1,166,0.7687234282493591,data\tubelets\test\test_013743.npy
2019_09_02_C0002_2527_inspire,167,1,1,2,168,0.547535240650177,data\tubelets\test\test_013750.npy
2019_09_02_C0002_3700_mavic,226,1,0,-1,-1,0.0,NO_COVERAGE
00_01_52_to_00_01_58,127,1,1,0,126,0.9996334314346313,data\tubelets\test\test_011610.npy
00_01_52_to_00_01_58,127,1,1,1,127,0.9998558759689331,data\tubelets\test\test_011611.npy
00_01_52_to_00_01_58,127,1,1,2,128,0.9999517202377319,data\tubelets\test\test_011612.npy
2019_09_02_C0002_3700_mavic,900,1,0,-1,-1,0.0,NO_COVERAGE
00_02_45_to_00_03_10_cut,374,1,0,-1,-1,0.0,NO_COVERAGE
2019_09_02_C0002_2527_inspire,432,1,1,0,431,0.9999955892562866,data\tubelets\test\test_014697.npy
2019_09_02_C0002_2527_inspire,432,1,1,1,432,0.9999865293502808,data\tubelets\test\test_014699.npy
2019_09_02_C0002_2527_inspire,432,1,1,2,433,0.9811075925827026,data\tubelets\test\test_014700.npy
2019_09_02_C0002_2527_inspire,432,1,1,3,433,0.9996891021728516,data\tubelets\test\test_014701.npy
00_06_10_to_00_06_27,306,1,0,-1,-1,0.0,NO_COVERAGE
2019_09_02_C0002_2527_inspire,203,1,0,-1,-1,0.0,NO_COVERAGE
2019_09_02_C0002_3700_mavic,491,1,1,0,490,0.9821614027023315,data\tubelets\test\test_008079.npy
2019_09_02_C0002_3700_mavic,491,1,1,1,492,0.8224518895149231,data\tubelets\test\test_008090.npy
2019_09_02_C0002_3700_mavic,82,1,0,-1,-1,0.0,NO_COVERAGE
2019_09_02_C0002_2527_inspire,468,1,1,0,467,1.0,data\tubelets\test\test_014772.npy
2019_09_02_C0002_2527_inspire,468,1,1,1,468,1.0,data\tubelets\test\test_014773.npy
2019_09_02_C0002_2527_inspire,468,1,1,2,469,0.9999998807907104,data\tubelets\test\test_014774.npy
00_06_10_to_00_06_27,342,1,0,-1,-1,0.0,NO_COVERAGE
2019_09_02_C0002_3700_mavic,756,1,1,0,755,0.9999834299087524,data\tubelets\test\test_010485.npy
2019_09_02_C0002_3700_mavic,756,1,1,1,756,0.9999046325683594,data\tubelets\test\test_010490.npy
2019_09_02_C0002_3700_mavic,756,1,1,2,757,0.9999774694442749,data\tubelets\test\test_010495.npy
00_02_45_to_00_03_10_cut,230,1,1,0,229,0.6475774049758911,data\tubelets\test\test_011807.npy
00_02_45_to_00_03_10_cut,230,1,1,1,229,0.996980607509613,data\tubelets\test\test_011809.npy
00_02_45_to_00_03_10_cut,230,1,1,2,230,0.6186900734901428,data\tubelets\test\test_011811.npy
00_02_45_to_00_03_10_cut,230,1,1,3,230,0.9964433312416077,data\tubelets\test\test_011813.npy
00_02_45_to_00_03_10_cut,230,1,1,4,231,0.9989438652992249,data\tubelets\test\test_011818.npy
00_02_45_to_00_03_10_cut,1,1,0,-1,-1,0.0,NO_COVERAGE
2019_09_02_C0002_2527_inspire,59,1,1,0,58,0.9996895790100098,data\tubelets\test\test_013374.npy
2019_09_02_C0002_2527_inspire,59,1,1,1,59,0.6208509206771851,data\tubelets\test\test_013376.npy
2019_09_02_C0002_2527_inspire,59,1,1,2,60,0.99892657995224,data\tubelets\test\test_013380.npy
2019_09_02_C0002_3700_mavic,347,1,1,0,346,0.5802620053291321,data\tubelets\test\test_007059.npy
2019_09_02_C0002_3700_mavic,347,1,1,1,348,0.5211765170097351,data\tubelets\test\test_007081.npy
00_02_45_to_00_03_10_cut,266,1,1,0,266,0.8207849860191345,data\tubelets\test\test_011930.npy
2019_09_02_C0002_2527_inspire,324,1,1,0,323,0.9998052716255188,data\tubelets\test\test_014298.npy
2019_09_02_C0002_2527_inspire,324,1,1,1,324,0.9999037981033325,data\tubelets\test\test_014300.npy
2019_09_02_C0002_2527_inspire,324,1,1,2,325,0.9980682730674744,data\tubelets\test\test_014302.npy
2019_09_02_C0002_3700_mavic,612,1,1,0,611,0.9999961853027344,data\tubelets\test\test_009620.npy
2019_09_02_C0002_3700_mavic,612,1,1,1,612,0.9999922513961792,data\tubelets\test\test_009633.npy
2019_09_02_C0002_3700_mavic,612,1,1,2,613,0.9999990463256836,data\tubelets\test\test_009644.npy
2019_09_02_C0002_3700_mavic,203,1,1,0,202,0.9982032775878906,data\tubelets\test\test_005786.npy
2019_09_02_C0002_3700_mavic,203,1,1,1,203,0.9864585995674133,data\tubelets\test\test_005790.npy
2019_09_02_C0002_3700_mavic,203,1,1,2,204,0.9613614082336426,data\tubelets\test\test_005793.npy
00_01_52_to_00_01_58,104,1,1,0,103,0.998711347579956,data\tubelets\test\test_011578.npy
00_01_52_to_00_01_58,104,1,1,1,104,0.9997813105583191,data\tubelets\test\test_011579.npy
00_01_52_to_00_01_58,104,1,1,2,105,0.998640239238739,data\tubelets\test\test_011580.npy
00_06_10_to_00_06_27,463,1,1,0,462,0.9997950196266174,data\tubelets\test\test_012344.npy
00_06_10_to_00_06_27,463,1,1,1,463,0.9998563528060913,data\tubelets\test\test_012345.npy
00_06_10_to_00_06_27,463,1,1,2,464,0.9995062351226807,data\tubelets\test\test_012346.npy
2019_09_02_C0002_3700_mavic,877,1,1,0,876,0.9999978542327881,data\tubelets\test\test_011302.npy
2019_09_02_C0002_3700_mavic,877,1,1,1,877,0.9999983310699463,data\tubelets\test\test_011311.npy
2019_09_02_C0002_3700_mavic,877,1,1,2,878,0.9999780654907227,data\tubelets\test\test_011316.npy
00_02_45_to_00_03_10_cut,351,1,0,-1,-1,0.0,NO_COVERAGE
00_02_45_to_00_03_10_cut,122,1,0,-1,-1,0.0,NO_COVERAGE
2019_09_02_C0002_2527_inspire,180,1,1,0,179,0.6044465899467468,data\tubelets\test\test_013779.npy
2019_09_02_C0002_2527_inspire,180,1,1,1,181,0.8756836652755737,data\tubelets\test\test_013785.npy
00_06_10_to_00_06_27,54,0,0,-1,-1,0.0,NO_COVERAGE
2019_09_02_C0002_3700_mavic,468,1,1,0,469,0.9942400455474854,data\tubelets\test\test_007998.npy
00_02_45_to_00_03_10_cut,387,1,1,0,386,0.7610525488853455,data\tubelets\test\test_012205.npy
2019_09_02_C0002_2527_inspire,445,1,1,0,444,0.9999972581863403,data\tubelets\test\test_014716.npy
2019_09_02_C0002_2527_inspire,445,1,1,1,445,0.9999997615814209,data\tubelets\test\test_014718.npy
2019_09_02_C0002_2527_inspire,445,1,1,2,446,0.9999994039535522,data\tubelets\test\test_014720.npy
2019_09_02_C0002_3700_mavic,59,0,1,0,58,0.7813034057617188,data\tubelets\test\test_004103.npy
2019_09_02_C0002_3700_mavic,59,0,1,1,59,0.990393340587616,data\tubelets\test\test_004148.npy
2019_09_02_C0002_3700_mavic,59,0,1,2,60,0.9937660694122314,data\tubelets\test\test_004188.npy
00_06_10_to_00_06_27,319,1,1,0,318,0.9999630451202393,data\tubelets\test\test_012277.npy
00_06_10_to_00_06_27,319,1,1,1,319,0.9999963045120239,data\tubelets\test\test_012278.npy
00_06_10_to_00_06_27,319,1,1,2,320,0.9999896287918091,data\tubelets\test\test_012279.npy
2019_09_02_C0002_3700_mavic,733,1,1,0,732,0.9998666048049927,data\tubelets\test\test_010386.npy
2019_09_02_C0002_3700_mavic,733,1,1,1,733,0.999914288520813,data\tubelets\test\test_010390.npy
2019_09_02_C0002_3700_mavic,733,1,1,2,734,0.9997519850730896,data\tubelets\test\test_010394.npy
2019_09_02_C0002_2527_inspire,36,1,1,0,35,0.9987356066703796,data\tubelets\test\test_013249.npy
2019_09_02_C0002_2527_inspire,36,1,1,1,36,0.997700035572052,data\tubelets\test\test_013260.npy
2019_09_02_C0002_2527_inspire,36,1,1,2,37,0.9997857213020325,data\tubelets\test\test_013265.npy
2019_09_02_C0002_3700_mavic,324,1,1,0,323,0.9869511127471924,data\tubelets\test\test_006803.npy
2019_09_02_C0002_3700_mavic,324,1,1,1,323,0.7687785625457764,data\tubelets\test\test_006809.npy
2019_09_02_C0002_3700_mavic,324,1,1,2,324,0.8435658812522888,data\tubelets\test\test_006813.npy
2019_09_02_C0002_3700_mavic,324,1,1,3,325,0.9737626910209656,data\tubelets\test\test_006818.npy
2019_09_02_C0002_3700_mavic,95,1,0,-1,-1,0.0,NO_COVERAGE
00_02_45_to_00_03_10_cut,243,1,1,0,242,0.5256031155586243,data\tubelets\test\test_011837.npy
00_02_45_to_00_03_10_cut,243,1,1,1,242,0.9963456988334656,data\tubelets\test\test_011840.npy
00_02_45_to_00_03_10_cut,243,1,1,2,243,0.7722052931785583,data\tubelets\test\test_011843.npy
00_02_45_to_00_03_10_cut,243,1,1,3,243,0.9929035305976868,data\tubelets\test\test_011847.npy
00_02_45_to_00_03_10_cut,243,1,1,4,244,0.5194103717803955,data\tubelets\test\test_011852.npy
00_02_45_to_00_03_10_cut,243,1,1,5,244,0.9934468865394592,data\tubelets\test\test_011853.npy
2019_09_02_C0002_2527_inspire,301,1,1,0,301,0.6250948309898376,data\tubelets\test\test_014220.npy
2019_09_02_C0002_2527_inspire,301,1,1,1,302,0.6724023222923279,data\tubelets\test\test_014222.npy
2019_09_02_C0002_3700_mavic,589,1,1,0,588,0.9999998807907104,data\tubelets\test\test_009173.npy
2019_09_02_C0002_3700_mavic,589,1,1,1,588,0.7713484764099121,data\tubelets\test\test_009201.npy
2019_09_02_C0002_3700_mavic,589,1,1,2,589,0.999996542930603,data\tubelets\test\test_009203.npy
2019_09_02_C0002_3700_mavic,589,1,1,3,589,0.9596254229545593,data\tubelets\test\test_009205.npy
2019_09_02_C0002_3700_mavic,589,1,1,4,590,0.9999997615814209,data\tubelets\test\test_009230.npy
2019_09_02_C0002_3700_mavic,589,1,1,5,590,0.5800909399986267,data\tubelets\test\test_009268.npy
2019_09_02_C0002_3700_mavic,360,1,1,0,360,0.5127191543579102,data\tubelets\test\test_007212.npy
2019_09_02_C0002_3700_mavic,360,1,1,1,361,0.8165165781974792,data\tubelets\test\test_007219.npy
00_01_52_to_00_01_58,81,1,1,0,80,0.9983643889427185,data\tubelets\test\test_011549.npy
00_01_52_to_00_01_58,81,1,1,1,81,0.9996770620346069,data\tubelets\test\test_011550.npy
00_01_52_to_00_01_58,81,1,1,2,82,0.9992341995239258,data\tubelets\test\test_011551.npy
00_06_10_to_00_06_27,440,1,1,0,439,0.9872226715087891,data\tubelets\test\test_012321.npy
00_06_10_to_00_06_27,440,1,1,1,440,0.9820623993873596,data\tubelets\test\test_012322.npy
00_06_10_to_00_06_27,440,1,1,2,441,0.9883191585540771,data\tubelets\test\test_012323.npy
2019_09_02_C0002_3700_mavic,854,1,1,0,853,0.9999963045120239,data\tubelets\test\test_011078.npy
2019_09_02_C0002_3700_mavic,854,1,1,1,854,0.9999985694885254,data\tubelets\test\test_011083.npy
2019_09_02_C0002_3700_mavic,854,1,1,2,855,0.9999985694885254,data\tubelets\test\test_011090.npy
00_02_45_to_00_03_10_cut,99,1,0,-1,-1,0.0,NO_COVERAGE
2019_09_02_C0002_2527_inspire,157,1,1,0,156,0.9293563961982727,data\tubelets\test\test_013686.npy
2019_09_02_C0002_2527_inspire,157,1,1,1,157,0.9999969005584717,data\tubelets\test\test_013691.npy
2019_09_02_C0002_2527_inspire,157,1,1,2,158,0.9999973773956299,data\tubelets\test\test_013696.npy
2019_09_02_C0002_3700_mavic,445,1,1,0,444,0.9964841604232788,data\tubelets\test\test_007879.npy
2019_09_02_C0002_3700_mavic,445,1,1,1,445,0.9980499744415283,data\tubelets\test\test_007886.npy
2019_09_02_C0002_3700_mavic,445,1,1,2,446,0.9997521042823792,data\tubelets\test\test_007894.npy
2019_09_02_C0002_3700_mavic,216,1,1,0,215,0.6825723052024841,data\tubelets\test\test_005857.npy
00_02_45_to_00_03_10_cut,364,1,0,-1,-1,0.0,NO_COVERAGE
2019_09_02_C0002_2527_inspire,422,1,1,0,421,0.9999986886978149,data\tubelets\test\test_014667.npy
2019_09_02_C0002_2527_inspire,422,1,1,1,422,0.9999990463256836,data\tubelets\test\test_014669.npy
2019_09_02_C0002_2527_inspire,422,1,1,2,423,0.9999977350234985,data\tubelets\test\test_014672.npy
00_06_10_to_00_06_27,296,1,0,-1,-1,0.0,NO_COVERAGE
2019_09_02_C0002_3700_mavic,710,1,1,0,709,0.9999991655349731,data\tubelets\test\test_010270.npy
2019_09_02_C0002_3700_mavic,710,1,1,1,710,0.9822375178337097,data\tubelets\test\test_010275.npy
2019_09_02_C0002_3700_mavic,710,1,1,2,711,0.8381223082542419,data\tubelets\test\test_010285.npy
2019_09_02_C0002_3700_mavic,481,1,0,-1,-1,0.0,NO_COVERAGE
2019_09_02_C0002_2527_inspire,13,1,1,0,12,0.963963508605957,data\tubelets\test\test_012501.npy
2019_09_02_C0002_2527_inspire,13,1,1,1,13,0.9975777268409729,data\tubelets\test\test_012580.npy
2019_09_02_C0002_2527_inspire,13,1,1,2,14,0.9951981902122498,data\tubelets\test\test_012583.npy
2019_09_02_C0002_3700_mavic,72,0,1,0,73,0.9099102020263672,data\tubelets\test\test_004546.npy
2019_09_02_C0002_3700_mavic,746,1,1,0,745,0.999982476234436,data\tubelets\test\test_010436.npy
2019_09_02_C0002_3700_mavic,746,1,1,1,746,0.999997615814209,data\tubelets\test\test_010439.npy
2019_09_02_C0002_3700_mavic,746,1,1,2,747,0.9999959468841553,data\tubelets\test\test_010447.npy
2019_09_02_C0002_3700_mavic,746,1,1,3,747,0.8683573603630066,data\tubelets\test\test_010451.npy
00_02_45_to_00_03_10_cut,220,1,1,0,220,0.6821015477180481,data\tubelets\test\test_011788.npy
00_02_45_to_00_03_10_cut,220,1,1,1,220,0.9071534872055054,data\tubelets\test\test_011789.npy
2019_09_02_C0002_2527_inspire,278,1,1,0,277,0.9995618462562561,data\tubelets\test\test_014150.npy
2019_09_02_C0002_2527_inspire,278,1,1,1,278,0.9978674650192261,data\tubelets\test\test_014152.npy
2019_09_02_C0002_2527_inspire,278,1,1,2,279,0.9999192953109741,data\tubelets\test\test_014154.npy
2019_09_02_C0002_2527_inspire,49,1,1,0,48,0.9996817111968994,data\tubelets\test\test_013324.npy
2019_09_02_C0002_2527_inspire,49,1,1,1,49,0.999895453453064,data\tubelets\test\test_013330.npy
2019_09_02_C0002_2527_inspire,49,1,1,2,50,0.999563992023468,data\tubelets\test\test_013336.npy
2019_09_02_C0002_2527_inspire,49,1,1,3,50,0.7297731637954712,data\tubelets\test\test_013337.npy
2019_09_02_C0002_3700_mavic,337,1,1,0,336,0.9990726709365845,data\tubelets\test\test_006922.npy
2019_09_02_C0002_3700_mavic,337,1,1,1,337,0.9961867928504944,data\tubelets\test\test_006936.npy
2019_09_02_C0002_3700_mavic,337,1,1,2,337,0.8272597789764404,data\tubelets\test\test_006944.npy
2019_09_02_C0002_3700_mavic,337,1,1,3,338,0.9881376624107361,data\tubelets\test\test_006951.npy
00_01_52_to_00_01_58,58,1,1,0,57,0.9996216297149658,data\tubelets\test\test_011522.npy
00_01_52_to_00_01_58,58,1,1,1,58,0.9994794726371765,data\tubelets\test\test_011523.npy
00_01_52_to_00_01_58,58,1,1,2,59,0.9998965263366699,data\tubelets\test\test_011524.npy
00_06_10_to_00_06_27,417,1,1,0,416,0.9981071949005127,data\tubelets\test\test_012298.npy
00_06_10_to_00_06_27,417,1,1,1,417,0.816874623298645,data\tubelets\test\test_012299.npy
00_06_10_to_00_06_27,417,1,1,2,418,0.9991658926010132,data\tubelets\test\test_012300.npy
2019_09_02_C0002_2527_inspire,314,1,1,0,313,0.9983413219451904,data\tubelets\test\test_014254.npy
2019_09_02_C0002_2527_inspire,314,1,1,1,314,0.999893069267273,data\tubelets\test\test_014258.npy
2019_09_02_C0002_2527_inspire,314,1,1,2,315,0.999985933303833,data\tubelets\test\test_014269.npy
2019_09_02_C0002_3700_mavic,831,1,1,0,830,0.9999750852584839,data\tubelets\test\test_010937.npy
2019_09_02_C0002_3700_mavic,831,1,1,1,831,0.9999719858169556,data\tubelets\test\test_010943.npy
2019_09_02_C0002_3700_mavic,831,1,1,2,832,0.9999980926513672,data\tubelets\test\test_010950.npy
2019_09_02_C0002_3700_mavic,602,1,1,0,601,0.9999992847442627,data\tubelets\test\test_009504.npy
2019_09_02_C0002_3700_mavic,602,1,1,1,602,0.9999986886978149,data\tubelets\test\test_009514.npy
