tubelet_path,video_name,center_frame,gt_label,prediction,drone_confidence,max_iou
data\tubelets\test\test_001633.npy,2019_09_02_C0002_3700_mavic,20,0,0,3.4937836517201504e-06,0.0
data\tubelets\test\test_001634.npy,2019_09_02_C0002_3700_mavic,20,0,0,0.0012673167511820793,0.0
data\tubelets\test\test_001635.npy,2019_09_02_C0002_3700_mavic,20,0,0,0.0014455169439315796,0.0
data\tubelets\test\test_001636.npy,2019_09_02_C0002_3700_mavic,20,0,0,0.000740869203582406,0.0
data\tubelets\test\test_001637.npy,2019_09_02_C0002_3700_mavic,20,0,0,0.00562782259657979,0.0
data\tubelets\test\test_001638.npy,2019_09_02_C0002_3700_mavic,20,0,0,2.0476106783462455e-06,0.0
data\tubelets\test\test_001639.npy,2019_09_02_C0002_3700_mavic,20,0,0,0.002185790566727519,0.0
data\tubelets\test\test_001640.npy,2019_09_02_C0002_3700_mavic,20,0,0,0.006763735320419073,0.0
data\tubelets\test\test_001641.npy,2019_09_02_C0002_3700_mavic,20,0,0,3.8889815186848864e-05,0.0
data\tubelets\test\test_001642.npy,2019_09_02_C0002_3700_mavic,20,0,0,0.0002803536772262305,0.0
data\tubelets\test\test_001643.npy,2019_09_02_C0002_3700_mavic,20,0,0,9.165991286863573e-06,0.0
data\tubelets\test\test_001644.npy,2019_09_02_C0002_3700_mavic,20,0,0,0.0007566823624074459,0.0
data\tubelets\test\test_001645.npy,2019_09_02_C0002_3700_mavic,20,0,0,0.0007026279345154762,0.0
data\tubelets\test\test_001646.npy,2019_09_02_C0002_3700_mavic,20,0,0,0.0008378863567486405,0.0
data\tubelets\test\test_001647.npy,2019_09_02_C0002_3700_mavic,20,0,0,3.393735460122116e-05,0.0
data\tubelets\test\test_001648.npy,2019_09_02_C0002_3700_mavic,20,0,0,4.220731625537155e-06,0.0
data\tubelets\test\test_001649.npy,2019_09_02_C0002_3700_mavic,20,0,0,0.00014294493303168565,0.0
data\tubelets\test\test_001650.npy,2019_09_02_C0002_3700_mavic,20,0,0,0.00032387461396865547,0.0
data\tubelets\test\test_001651.npy,2019_09_02_C0002_3700_mavic,20,0,0,7.026791990938364e-06,0.0
data\tubelets\test\test_001652.npy,2019_09_02_C0002_3700_mavic,20,0,0,0.000310816103592515,0.0
data\tubelets\test\test_001653.npy,2019_09_02_C0002_3700_mavic,20,0,0,0.002349664457142353,0.0
data\tubelets\test\test_001654.npy,2019_09_02_C0002_3700_mavic,20,0,0,5.116338343214011e-06,0.0
data\tubelets\test\test_001655.npy,2019_09_02_C0002_3700_mavic,20,0,0,9.739346751302946e-06,0.0
data\tubelets\test\test_001656.npy,2019_09_02_C0002_3700_mavic,20,0,0,5.710263576474972e-05,0.0
data\tubelets\test\test_001657.npy,2019_09_02_C0002_3700_mavic,20,0,0,0.0005875133210793138,0.0
data\tubelets\test\test_001658.npy,2019_09_02_C0002_3700_mavic,20,0,0,0.0028540738858282566,0.0
data\tubelets\test\test_001659.npy,2019_09_02_C0002_3700_mavic,20,0,0,0.0002965641033370048,0.0
data\tubelets\test\test_001660.npy,2019_09_02_C0002_3700_mavic,20,0,0,7.247281610034406e-05,0.0
data\tubelets\test\test_001661.npy,2019_09_02_C0002_3700_mavic,20,0,0,0.00011329205153742805,0.0
data\tubelets\test\test_001662.npy,2019_09_02_C0002_3700_mavic,20,0,0,6.362002750393003e-05,0.0
data\tubelets\test\test_001663.npy,2019_09_02_C0002_3700_mavic,20,0,0,0.001528061111457646,0.0
data\tubelets\test\test_001664.npy,2019_09_02_C0002_3700_mavic,20,0,0,1.4511256267724093e-06,0.0
data\tubelets\test\test_001665.npy,2019_09_02_C0002_3700_mavic,20,0,0,2.3782973585184664e-05,0.0
data\tubelets\test\test_001666.npy,2019_09_02_C0002_3700_mavic,20,0,0,2.434886118862778e-05,0.0
data\tubelets\test\test_001667.npy,2019_09_02_C0002_3700_mavic,20,0,0,4.663599975174293e-05,0.0
data\tubelets\test\test_001668.npy,2019_09_02_C0002_3700_mavic,20,0,0,4.648344111046754e-05,0.0
data\tubelets\test\test_001669.npy,2019_09_02_C0002_3700_mavic,20,0,0,2.6369256374891847e-05,0.0
data\tubelets\test\test_001670.npy,2019_09_02_C0002_3700_mavic,20,0,0,1.871697895694524e-05,0.0
data\tubelets\test\test_001671.npy,2019_09_02_C0002_3700_mavic,20,0,0,0.013647858053445816,0.0
data\tubelets\test\test_001672.npy,2019_09_02_C0002_3700_mavic,20,0,0,1.6905802112887613e-05,0.0
data\tubelets\test\test_001673.npy,2019_09_02_C0002_3700_mavic,20,0,0,0.0003132190613541752,0.0
data\tubelets\test\test_001674.npy,2019_09_02_C0002_3700_mavic,20,0,0,0.00010373207624070346,0.0
data\tubelets\test\test_001675.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.01769920252263546,0.0
data\tubelets\test\test_001676.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.2871452271938324,0.0
data\tubelets\test\test_001677.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.008166623301804066,0.0
data\tubelets\test\test_001678.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.3808246850967407,0.0
data\tubelets\test\test_001679.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.0159526988863945,0.0
data\tubelets\test\test_001680.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.0007614115020260215,0.0
data\tubelets\test\test_001681.npy,2019_09_02_C0002_3700_mavic,21,0,0,3.941734576073941e-06,0.0
data\tubelets\test\test_001682.npy,2019_09_02_C0002_3700_mavic,21,0,0,7.967776582518127e-06,0.0
data\tubelets\test\test_001683.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.004780999384820461,0.0
data\tubelets\test\test_001684.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.010993873700499535,0.0
data\tubelets\test\test_001685.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.011107814498245716,0.0
data\tubelets\test\test_001686.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.00043134993757121265,0.0
data\tubelets\test\test_001687.npy,2019_09_02_C0002_3700_mavic,21,0,0,3.310584361315705e-06,0.0
data\tubelets\test\test_001688.npy,2019_09_02_C0002_3700_mavic,21,0,0,2.7895989660464693e-06,0.0
data\tubelets\test\test_001689.npy,2019_09_02_C0002_3700_mavic,21,0,0,4.360531238489784e-05,0.0
data\tubelets\test\test_001690.npy,2019_09_02_C0002_3700_mavic,21,0,0,9.289029549108818e-05,0.0
data\tubelets\test\test_001691.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.00014583989104721695,0.0
data\tubelets\test\test_001692.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.03357004001736641,0.0
data\tubelets\test\test_001693.npy,2019_09_02_C0002_3700_mavic,21,0,0,1.4950881450204179e-05,0.0
data\tubelets\test\test_001694.npy,2019_09_02_C0002_3700_mavic,21,0,0,4.700973295257427e-05,0.0
data\tubelets\test\test_001695.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.00908711925148964,0.0
data\tubelets\test\test_001696.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.011588226072490215,0.0
data\tubelets\test\test_001697.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.00077120988862589,0.0
data\tubelets\test\test_001698.npy,2019_09_02_C0002_3700_mavic,21,0,0,1.7223588656634092e-05,0.0
data\tubelets\test\test_001699.npy,2019_09_02_C0002_3700_mavic,21,0,0,3.918746642739279e-06,0.0
data\tubelets\test\test_001700.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.004619701765477657,0.0
data\tubelets\test\test_001701.npy,2019_09_02_C0002_3700_mavic,21,0,0,1.1618284588621464e-05,0.0
data\tubelets\test\test_001702.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.00011372641165507957,0.0
data\tubelets\test\test_001703.npy,2019_09_02_C0002_3700_mavic,21,0,0,6.383055506375968e-07,0.0
data\tubelets\test\test_001704.npy,2019_09_02_C0002_3700_mavic,21,0,0,4.017939500045031e-05,0.0
data\tubelets\test\test_001705.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.0054646702483296394,0.0
data\tubelets\test\test_001706.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.00022688019089400768,0.0
data\tubelets\test\test_001707.npy,2019_09_02_C0002_3700_mavic,21,0,0,2.0004441466880962e-05,0.0
data\tubelets\test\test_001708.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.007593084592372179,0.0
data\tubelets\test\test_001709.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.0009872029768303037,0.0
data\tubelets\test\test_001710.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.00022265846200753003,0.0
data\tubelets\test\test_001711.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.008308074437081814,0.0
data\tubelets\test\test_001712.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.0002936067176051438,0.0
data\tubelets\test\test_001713.npy,2019_09_02_C0002_3700_mavic,21,0,0,1.405622697348008e-05,0.0
data\tubelets\test\test_001714.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.0011077020317316055,0.0
data\tubelets\test\test_001715.npy,2019_09_02_C0002_3700_mavic,21,0,0,1.326475558016682e-05,0.0
data\tubelets\test\test_001716.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.002795423846691847,0.0
data\tubelets\test\test_001717.npy,2019_09_02_C0002_3700_mavic,21,0,0,1.94051863218192e-05,0.0
data\tubelets\test\test_001718.npy,2019_09_02_C0002_3700_mavic,21,0,0,4.756485623147455e-07,0.0
data\tubelets\test\test_001719.npy,2019_09_02_C0002_3700_mavic,21,0,0,1.6199977608266636e-06,0.0
data\tubelets\test\test_001720.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.0036589873488992453,0.0
data\tubelets\test\test_001721.npy,2019_09_02_C0002_3700_mavic,21,0,0,4.6881606976967305e-05,0.0
data\tubelets\test\test_001722.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.0053939507342875,0.0
data\tubelets\test\test_001723.npy,2019_09_02_C0002_3700_mavic,21,0,0,5.074221007816959e-07,0.0
data\tubelets\test\test_001724.npy,2019_09_02_C0002_3700_mavic,21,0,0,3.465681948000565e-05,0.0
data\tubelets\test\test_001725.npy,2019_09_02_C0002_3700_mavic,21,0,0,2.3236198103404604e-05,0.0
data\tubelets\test\test_001726.npy,2019_09_02_C0002_3700_mavic,21,0,0,7.825768261682242e-05,0.0
data\tubelets\test\test_001727.npy,2019_09_02_C0002_3700_mavic,21,0,0,1.0793126421049237e-05,0.0
data\tubelets\test\test_001728.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.002807159209623933,0.0
data\tubelets\test\test_001729.npy,2019_09_02_C0002_3700_mavic,21,0,0,1.5089263797563035e-05,0.0
data\tubelets\test\test_001730.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.00023790528939571232,0.0
data\tubelets\test\test_001731.npy,2019_09_02_C0002_3700_mavic,21,0,0,1.5377670933958143e-05,0.0
data\tubelets\test\test_001732.npy,2019_09_02_C0002_3700_mavic,21,0,0,1.3716916328121442e-05,0.0
data\tubelets\test\test_001733.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.0005825021071359515,0.0
data\tubelets\test\test_001734.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.0003161941422149539,0.0
data\tubelets\test\test_001735.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.00010722658771555871,0.0
data\tubelets\test\test_001736.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.0034022810868918896,0.0
data\tubelets\test\test_001737.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.0006356972153298557,0.0
data\tubelets\test\test_001738.npy,2019_09_02_C0002_3700_mavic,21,0,0,2.202730865974445e-05,0.0
data\tubelets\test\test_001739.npy,2019_09_02_C0002_3700_mavic,21,0,0,2.630506742207217e-06,0.0
data\tubelets\test\test_001740.npy,2019_09_02_C0002_3700_mavic,21,0,0,2.4242315248557134e-06,0.0
data\tubelets\test\test_001741.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.0001546950516058132,0.0
data\tubelets\test\test_001742.npy,2019_09_02_C0002_3700_mavic,21,0,0,8.087046808213927e-06,0.0
data\tubelets\test\test_001743.npy,2019_09_02_C0002_3700_mavic,21,0,0,8.481644908897579e-05,0.0
data\tubelets\test\test_001744.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.0010694196680560708,0.0
data\tubelets\test\test_001745.npy,2019_09_02_C0002_3700_mavic,21,0,0,1.805974170565605e-05,0.0
data\tubelets\test\test_001746.npy,2019_09_02_C0002_3700_mavic,21,0,0,1.619446265976876e-06,0.0
data\tubelets\test\test_001747.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.0034938743337988853,0.0
data\tubelets\test\test_001748.npy,2019_09_02_C0002_3700_mavic,21,0,0,1.1147229997732211e-05,0.0
data\tubelets\test\test_001749.npy,2019_09_02_C0002_3700_mavic,21,0,0,1.2713838941635913e-06,0.0
data\tubelets\test\test_001750.npy,2019_09_02_C0002_3700_mavic,21,0,0,3.733267294592224e-05,0.0
data\tubelets\test\test_001751.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.003040378214791417,0.0
data\tubelets\test\test_001752.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.0001204149448312819,0.0
data\tubelets\test\test_001753.npy,2019_09_02_C0002_3700_mavic,21,0,0,5.588721251115203e-05,0.0
data\tubelets\test\test_001754.npy,2019_09_02_C0002_3700_mavic,21,0,0,9.727324368213885e-07,0.0
data\tubelets\test\test_001755.npy,2019_09_02_C0002_3700_mavic,21,0,0,2.039066373527021e-07,0.0
data\tubelets\test\test_001756.npy,2019_09_02_C0002_3700_mavic,21,0,0,9.576750744599849e-05,0.0
data\tubelets\test\test_001757.npy,2019_09_02_C0002_3700_mavic,21,0,0,3.421435030759312e-05,0.0
data\tubelets\test\test_001758.npy,2019_09_02_C0002_3700_mavic,21,0,0,6.134054046924575e-07,0.0
data\tubelets\test\test_001759.npy,2019_09_02_C0002_3700_mavic,21,0,0,9.167136340693105e-06,0.0
data\tubelets\test\test_001760.npy,2019_09_02_C0002_3700_mavic,21,0,0,1.281416007259395e-05,0.0
data\tubelets\test\test_001761.npy,2019_09_02_C0002_3700_mavic,21,0,0,1.100500321626896e-05,0.0
data\tubelets\test\test_001762.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.0028979408089071512,0.0
data\tubelets\test\test_001763.npy,2019_09_02_C0002_3700_mavic,21,0,0,1.2202389143567416e-06,0.0
data\tubelets\test\test_001764.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.00036639245809055865,0.0
data\tubelets\test\test_001765.npy,2019_09_02_C0002_3700_mavic,21,0,0,3.23070935337455e-07,0.0
data\tubelets\test\test_001766.npy,2019_09_02_C0002_3700_mavic,21,0,0,7.490618827432627e-07,0.0
data\tubelets\test\test_001767.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.00021769005979876965,0.0
data\tubelets\test\test_001768.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.005276511423289776,0.0
data\tubelets\test\test_001769.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.01146272849291563,0.0
data\tubelets\test\test_001770.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.0005828094435855746,0.0
data\tubelets\test\test_001771.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.017278486862778664,0.0
data\tubelets\test\test_001772.npy,2019_09_02_C0002_3700_mavic,21,0,0,9.560506441630423e-06,0.0
data\tubelets\test\test_001773.npy,2019_09_02_C0002_3700_mavic,21,0,0,4.253567567502614e-06,0.0
data\tubelets\test\test_001774.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.0010551136219874024,0.0
data\tubelets\test\test_001775.npy,2019_09_02_C0002_3700_mavic,21,0,0,4.596045255311765e-05,0.0
data\tubelets\test\test_001776.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.00017177370318677276,0.0
data\tubelets\test\test_001777.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.002705090679228306,0.0
data\tubelets\test\test_001778.npy,2019_09_02_C0002_3700_mavic,21,0,0,7.840694706828799e-07,0.0
data\tubelets\test\test_001779.npy,2019_09_02_C0002_3700_mavic,21,0,0,7.303336815311923e-07,0.0
data\tubelets\test\test_001780.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.0002745075325947255,0.0
data\tubelets\test\test_001781.npy,2019_09_02_C0002_3700_mavic,21,0,0,1.2297740795474965e-05,0.0
data\tubelets\test\test_001782.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.08593998849391937,0.0
data\tubelets\test\test_001783.npy,2019_09_02_C0002_3700_mavic,21,0,0,1.5771971447975375e-05,0.0
data\tubelets\test\test_001784.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.004899465013295412,0.0
data\tubelets\test\test_001785.npy,2019_09_02_C0002_3700_mavic,21,0,0,7.84723088145256e-05,0.0
data\tubelets\test\test_001786.npy,2019_09_02_C0002_3700_mavic,21,0,0,4.380303289508447e-05,0.0
data\tubelets\test\test_001787.npy,2019_09_02_C0002_3700_mavic,21,0,0,1.8916884073405527e-05,0.0
data\tubelets\test\test_001788.npy,2019_09_02_C0002_3700_mavic,21,0,0,4.208259269944392e-05,0.0
data\tubelets\test\test_001789.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.001617359695956111,0.0
data\tubelets\test\test_001790.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.0009605775121599436,0.0
data\tubelets\test\test_001791.npy,2019_09_02_C0002_3700_mavic,21,0,0,6.544879852299346e-06,0.0
data\tubelets\test\test_001792.npy,2019_09_02_C0002_3700_mavic,21,0,0,6.416210089810193e-05,0.0
data\tubelets\test\test_001793.npy,2019_09_02_C0002_3700_mavic,21,0,0,1.3047561253642925e-07,0.0
data\tubelets\test\test_001794.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.0026812737341970205,0.0
data\tubelets\test\test_001795.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.004601816646754742,0.0
data\tubelets\test\test_001796.npy,2019_09_02_C0002_3700_mavic,21,0,0,1.6838446754263714e-05,0.0
data\tubelets\test\test_001797.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.0041766478680074215,0.0
data\tubelets\test\test_001798.npy,2019_09_02_C0002_3700_mavic,21,0,0,3.479608494671993e-06,0.0
data\tubelets\test\test_001799.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.0011879982193931937,0.0
data\tubelets\test\test_001800.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.0003288584412075579,0.0
data\tubelets\test\test_001801.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.0019114126916974783,0.0
data\tubelets\test\test_001802.npy,2019_09_02_C0002_3700_mavic,21,0,0,2.8806936825276352e-05,0.0
data\tubelets\test\test_001803.npy,2019_09_02_C0002_3700_mavic,21,0,0,5.459703061205801e-06,0.0
data\tubelets\test\test_001804.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.00042071533971466124,0.0
data\tubelets\test\test_001805.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.004819405730813742,0.0
data\tubelets\test\test_001806.npy,2019_09_02_C0002_3700_mavic,21,0,0,1.0584300980553962e-05,0.0
data\tubelets\test\test_001807.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.0020982169080525637,0.0
data\tubelets\test\test_001808.npy,2019_09_02_C0002_3700_mavic,21,0,0,6.365511217154562e-05,0.0
data\tubelets\test\test_001809.npy,2019_09_02_C0002_3700_mavic,21,0,0,1.4794114576943684e-05,0.0
data\tubelets\test\test_001810.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.00670472951605916,0.0
data\tubelets\test\test_001811.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.006290414370596409,0.0
data\tubelets\test\test_001812.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.004897126462310553,0.0
data\tubelets\test\test_001813.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.010538633912801743,0.0
data\tubelets\test\test_001814.npy,2019_09_02_C0002_3700_mavic,21,0,0,0.003190688556060195,0.0
data\tubelets\test\test_001815.npy,2019_09_02_C0002_3700_mavic,21,0,0,5.4738420658395626e-06,0.0
data\tubelets\test\test_001816.npy,2019_09_02_C0002_3700_mavic,21,0,0,3.104543429799378e-05,0.0
data\tubelets\test\test_001817.npy,2019_09_02_C0002_3700_mavic,21,0,0,1.320014462180552e-06,0.0
data\tubelets\test\test_001818.npy,2019_09_02_C0002_3700_mavic,21,0,0,8.097698446363211e-05,0.0
data\tubelets\test\test_001819.npy,2019_09_02_C0002_3700_mavic,21,0,0,8.334092126460746e-05,0.0
data\tubelets\test\test_001820.npy,2019_09_02_C0002_3700_mavic,21,0,0,5.4308780818246305e-05,0.0
data\tubelets\test\test_001821.npy,2019_09_02_C0002_3700_mavic,21,0,0,3.0167757358867675e-06,0.0
data\tubelets\test\test_001822.npy,2019_09_02_C0002_3700_mavic,22,0,0,0.10022685676813126,0.0
data\tubelets\test\test_001823.npy,2019_09_02_C0002_3700_mavic,22,0,0,0.07412832230329514,0.0
data\tubelets\test\test_001824.npy,2019_09_02_C0002_3700_mavic,22,0,0,6.37788346580237e-08,0.0
data\tubelets\test\test_001825.npy,2019_09_02_C0002_3700_mavic,22,0,0,0.02992488630115986,0.0
data\tubelets\test\test_001826.npy,2019_09_02_C0002_3700_mavic,22,0,0,0.0025735103990882635,0.0
data\tubelets\test\test_001827.npy,2019_09_02_C0002_3700_mavic,22,0,0,3.8882767512404826e-06,0.0
data\tubelets\test\test_001828.npy,2019_09_02_C0002_3700_mavic,22,0,0,0.11837634444236755,0.0
data\tubelets\test\test_001829.npy,2019_09_02_C0002_3700_mavic,22,0,0,0.009760657325387001,0.0
data\tubelets\test\test_001830.npy,2019_09_02_C0002_3700_mavic,22,0,0,0.3213995099067688,0.0
data\tubelets\test\test_001831.npy,2019_09_02_C0002_3700_mavic,22,0,0,0.008704328909516335,0.0
data\tubelets\test\test_001832.npy,2019_09_02_C0002_3700_mavic,22,0,0,0.010035746730864048,0.0
data\tubelets\test\test_001833.npy,2019_09_02_C0002_3700_mavic,22,0,0,0.00023329240502789617,0.0
data\tubelets\test\test_001834.npy,2019_09_02_C0002_3700_mavic,22,0,0,7.067755632306216e-06,0.0
data\tubelets\test\test_001835.npy,2019_09_02_C0002_3700_mavic,22,0,0,0.00020962989947292954,0.0
data\tubelets\test\test_001836.npy,2019_09_02_C0002_3700_mavic,22,0,0,1.452212217145643e-07,0.0
data\tubelets\test\test_001837.npy,2019_09_02_C0002_3700_mavic,22,0,0,0.00024006103922147304,0.0
data\tubelets\test\test_001838.npy,2019_09_02_C0002_3700_mavic,22,0,0,5.886427970835939e-05,0.0
data\tubelets\test\test_001839.npy,2019_09_02_C0002_3700_mavic,22,0,0,0.00017594963719602674,0.0
data\tubelets\test\test_001840.npy,2019_09_02_C0002_3700_mavic,22,0,0,0.00034268753370270133,0.0
data\tubelets\test\test_001841.npy,2019_09_02_C0002_3700_mavic,22,0,0,0.0006546906661242247,0.0
data\tubelets\test\test_001842.npy,2019_09_02_C0002_3700_mavic,22,0,0,0.0009744522976689041,0.0
data\tubelets\test\test_001843.npy,2019_09_02_C0002_3700_mavic,22,0,0,9.584196050127503e-06,0.0
data\tubelets\test\test_001844.npy,2019_09_02_C0002_3700_mavic,22,0,0,0.0001024523371597752,0.0
data\tubelets\test\test_001845.npy,2019_09_02_C0002_3700_mavic,22,0,0,2.016679718508385e-05,0.0
data\tubelets\test\test_001846.npy,2019_09_02_C0002_3700_mavic,22,0,0,0.001545842387713492,0.0
data\tubelets\test\test_001847.npy,2019_09_02_C0002_3700_mavic,22,0,0,2.9556473236880265e-05,0.0
data\tubelets\test\test_001848.npy,2019_09_02_C0002_3700_mavic,22,0,0,6.327605660771951e-05,0.0
data\tubelets\test\test_001849.npy,2019_09_02_C0002_3700_mavic,22,0,0,2.5657764126663096e-05,0.0
data\tubelets\test\test_001850.npy,2019_09_02_C0002_3700_mavic,22,0,0,0.030447501689195633,0.0
data\tubelets\test\test_001851.npy,2019_09_02_C0002_3700_mavic,22,0,0,0.006641332991421223,0.0
data\tubelets\test\test_001852.npy,2019_09_02_C0002_3700_mavic,22,0,0,0.0003141593188047409,0.0
data\tubelets\test\test_001853.npy,2019_09_02_C0002_3700_mavic,22,0,0,0.00022030557738617063,0.0
data\tubelets\test\test_001854.npy,2019_09_02_C0002_3700_mavic,22,0,0,0.00017043798288796097,0.0
data\tubelets\test\test_001855.npy,2019_09_02_C0002_3700_mavic,22,0,0,8.397327292186674e-06,0.0
data\tubelets\test\test_001856.npy,2019_09_02_C0002_3700_mavic,22,0,0,3.489396840450354e-05,0.0
data\tubelets\test\test_001857.npy,2019_09_02_C0002_3700_mavic,22,0,0,0.00021316477796062827,0.0
data\tubelets\test\test_001858.npy,2019_09_02_C0002_3700_mavic,22,0,0,5.702819544239901e-05,0.0
data\tubelets\test\test_001859.npy,2019_09_02_C0002_3700_mavic,22,0,0,0.0014870711602270603,0.0
data\tubelets\test\test_001860.npy,2019_09_02_C0002_3700_mavic,22,0,0,2.1802799210490775e-07,0.0
data\tubelets\test\test_001861.npy,2019_09_02_C0002_3700_mavic,22,0,0,1.6299829439958557e-05,0.0
data\tubelets\test\test_001862.npy,2019_09_02_C0002_3700_mavic,22,0,0,9.103270031118882e-07,0.0
data\tubelets\test\test_001863.npy,2019_09_02_C0002_3700_mavic,22,0,0,4.166188955423422e-05,0.0
data\tubelets\test\test_001864.npy,2019_09_02_C0002_3700_mavic,22,0,0,0.0001060630165738985,0.0
data\tubelets\test\test_001865.npy,2019_09_02_C0002_3700_mavic,22,0,0,6.666570698143914e-05,0.0
data\tubelets\test\test_001866.npy,2019_09_02_C0002_3700_mavic,22,0,0,0.015623512677848339,0.0
data\tubelets\test\test_001867.npy,2019_09_02_C0002_3700_mavic,22,0,0,0.0013620263198390603,0.0
data\tubelets\test\test_001868.npy,2019_09_02_C0002_3700_mavic,22,0,0,0.0011087667662650347,0.0
data\tubelets\test\test_001869.npy,2019_09_02_C0002_3700_mavic,22,0,0,0.006175064016133547,0.0
data\tubelets\test\test_001870.npy,2019_09_02_C0002_3700_mavic,22,0,0,0.0028943163342773914,0.0
data\tubelets\test\test_001871.npy,2019_09_02_C0002_3700_mavic,22,0,0,0.0003371430211700499,0.0
data\tubelets\test\test_001872.npy,2019_09_02_C0002_3700_mavic,22,0,0,1.0975698387483135e-05,0.0
data\tubelets\test\test_001873.npy,2019_09_02_C0002_3700_mavic,22,0,0,0.0005442661931738257,0.0
data\tubelets\test\test_001874.npy,2019_09_02_C0002_3700_mavic,22,0,0,2.772222842395422e-06,0.0
data\tubelets\test\test_001875.npy,2019_09_02_C0002_3700_mavic,22,0,0,3.569235104805557e-06,0.0
data\tubelets\test\test_001876.npy,2019_09_02_C0002_3700_mavic,22,0,0,8.965993401943706e-06,0.0
data\tubelets\test\test_001877.npy,2019_09_02_C0002_3700_mavic,22,0,0,6.6565607994562015e-06,0.0
data\tubelets\test\test_001878.npy,2019_09_02_C0002_3700_mavic,22,0,0,0.00012989375682082027,0.0
data\tubelets\test\test_001879.npy,2019_09_02_C0002_3700_mavic,22,0,0,0.0032253742683678865,0.0
data\tubelets\test\test_001880.npy,2019_09_02_C0002_3700_mavic,22,0,0,0.00045709824189543724,0.0
data\tubelets\test\test_001881.npy,2019_09_02_C0002_3700_mavic,22,0,0,3.9372829974126944e-07,0.0
data\tubelets\test\test_001882.npy,2019_09_02_C0002_3700_mavic,22,0,0,4.577756772050634e-05,0.0
data\tubelets\test\test_001883.npy,2019_09_02_C0002_3700_mavic,22,0,0,6.917410360074427e-07,0.0
